date, pm25, pm10, o3, no2, so2, co
11/29/2017,94,10,3,1,1,8
11/30/2017,17,14,3,3,1,8
12/1/2017,39,24, ,3,2,9
12/2/2017,34,31, ,4,2,10
12/7/2017,122,53,3,2,1,12
12/8/2017,122,41,3,2,2,10
12/9/2017,94,58,3,2,2,11
12/10/2017,137,73,3,2,2,11
12/11/2017,155,67,3,2,1,12
12/12/2017,152,49,3,2,1,11
12/13/2017,114,52,3,3,2,12
12/14/2017,114,68,3,3,2,14
12/15/2017,153,52,6,3,1,11
12/16/2017,115,56,3,3,1,11
12/17/2017,126,56,4,2,2,11
12/18/2017,123,59,11,2,2,11
12/19/2017,128,41,12,2,2,10
12/20/2017,89,51,19,2,2,11
12/21/2017,115,38,26,2,1,10
12/22/2017,84,53,26,2,2,12
12/23/2017,116,45,29,2,2,9
12/24/2017,98,55,28,1,1,9
12/25/2017,129,64,31,3,1,11
12/26/2017,146,67,32,4,2,12
12/27/2017,152,75,30,4,2,12
12/28/2017,161,67,23,5,1,11
12/29/2017,144,75,34,5,2,13
12/30/2017,154,97,32,6,2,16
12/31/2017,179,64,33,4,1,11
12/31/2019, ,54,27,10,7,12
10/20/2019, ,15,13,1, ,7
10/21/2019, ,20,16,1, ,7
4/21/2019, ,37,27,2, ,8
5/19/2019, ,52,18,3,1,7
6/17/2019, ,48,6,1,2, 
6/24/2019, ,50,7, , ,5
12/31/2018, ,72,49,4,6,51
11/4/2018, ,91,13,8,7,14
12/2/2018, ,57,34,3,5,15
12/14/2018, ,67,28,3,6,21
7/22/2018, ,53,14,2,3,7
9/9/2018, ,45,17,2,4,4
2/25/2018, ,53,27,8,4,9
3/11/2018, ,60,21,8,4,11
11/12/2017, ,65,3,7,2,13
12/3/2017, ,50,3,3,2,12
12/6/2017, ,56,3,5,2,13
6/21/2019, , ,6, , ,7
6/22/2019, , ,8, ,1,4
6/23/2019, , ,7, ,1,6
