date, pm25, pm10, o3, no2, so2, co
2017/8/18, , 29, 7, 11, 8, 4
2017/8/19, , 29, 6, 9, 8, 3
2017/8/20, , 48, 23, 16, 10, 4
2017/8/21, , 55, 8, 17, 7, 6
2017/8/22, , 76, 11, 20, 7, 5
2017/8/23, , 65, 9, 20, 8, 6
2017/8/24, , 56, 11, 19, 7, 6
2017/8/25, , 33, 6, 11, 7, 4
2017/8/26, , 34, 6, 10, 8, 4
2017/8/27, , 25, 6, 9, 8, 4
2017/8/28, , 24, 6, 9, 8, 4
2017/8/29, , 32, 5, 16, 7, 5
2017/8/30, , 47, 9, 21, 7, 6
2017/8/31, , 66, 6, 22, 8, 5
2017/9/1, , 64, 5, 21, 7, 4
2017/9/2, , 57, 8, 19, 8, 6
2017/9/3, , 69, 13, 20, 7, 6
2017/9/4, , 78, 12, 22, 7, 4
2017/9/5, , 93, 12, 25, 7, 6
2017/9/6, , 94, 23, 28, 19, 6
2017/9/11, , 53, 7, 15, 7, 4
2017/9/12, , 55, 15, 18, 7, 5
2017/9/13, , 69, 10, 20, 7, 5
2017/9/14, , 72, 14, 16, 8, 4
2017/9/15, , 62, 12, 14, 7, 4
2017/9/16, , 87, 40, 24, 12, 5
2017/9/17, , 65, 8, 16, 8, 4
2017/9/18, , 29, 8, 16, 7, 4
2017/9/19, , 31, 4, 14, 7, 4
2017/9/20, , 42, 22, 14, 11, 4
2017/9/21, , 47, 7, 11, 8, 4
2017/9/22, , 55, 9, 18, 8, 4
2017/9/23, , 63, 13, 21, 8, 4
2017/9/24, , 72, 15, 20, 7, 5
2017/9/25, , 93, 15, 22, 7, 6
2017/9/26, , 85, 17, 21, 7, 5
2017/9/27, , 69, 10, 19, 7, 5
2017/9/28, , 68, 12, 16, 7, 4
2017/4/1, , 67, 10, 14, 3, 4
2017/4/2, , 65, 19, 20, 3, 6
2017/4/3, , 72, 9, 17, 3, 6
2017/4/4, , 64, 7, 15, 3, 6
2017/4/5, , 51, 6, 15, 3, 6
2017/4/6, , 50, 10, 15, 3, 5
2017/4/7, , 63, , , , 
2017/4/10, , 135, 16, 21, 4, 5
2017/4/11, , 87, , 17, 3, 1
2017/4/12, , 63, , , , 
2017/4/14, , 74, 10, 17, 3, 5
2017/4/15, , 75, 11, 14, 2, 4
2017/4/16, , 45, 22, 20, 4, 5
2017/4/17, , 71, 9, 18, 4, 5
2017/4/18, , 65, 6, 15, 5, 4
2017/4/19, , 85, 13, 15, 5, 5
2017/4/20, , 69, 11, 16, 8, 5
2017/4/21, , 86, 10, 14, 4, 5
2017/4/22, , 77, 12, 15, 3, 5
2017/4/23, , 78, 13, 17, 4, 5
2017/4/24, , 79, 17, 18, 4, 5
2017/4/25, , 90, 20, 16, 7, 5
2017/4/26, , 89, 14, 16, 5, 5
2017/4/27, , 89, 18, 15, 6, 5
2017/4/28, , 89, 13, 14, 5, 4
2017/4/29, , 79, 12, 12, 4, 5
2017/4/30, , 74, 14, 15, 2, 5
2017/5/1, , 65, 17, 15, 3, 5
2017/5/2, , 57, 17, 18, 4, 5
2017/5/3, , 71, 17, 16, 4, 5
2017/5/4, , 70, 12, 16, 7, 4
2017/5/5, , 70, 10, 14, 12, 4
2017/5/6, , 64, 20, 15, 5, 4
2017/5/7, , 63, 11, 12, 9, 4
2017/5/8, , 49, 14, 15, 9, 3
2017/5/9, , 57, 17, 17, 5, 5
2017/5/10, , 63, 16, 17, 7, 4
2017/5/11, , 65, 22, 19, 5, 5
2017/5/12, , 66, 14, 17, 5, 5
2017/5/13, , 63, 21, 17, 4, 5
2017/5/14, , 67, 12, 12, 5, 5
2017/5/15, , 61, 19, 12, 5, 4
2017/5/16, , 51, 17, 15, 10, 5
2017/5/17, , 70, 15, 16, 13, 5
2017/5/18, , 71, 25, 15, 43, 4
2017/5/19, , 73, 16, 15, 68, 5
2017/5/20, , 80, 18, 14, 47, 4
2017/5/21, , 76, 15, 12, 37, 4
2017/5/22, , 71, 14, 14, 8, 5
2017/5/23, , 70, 12, 12, 5, 5
2017/5/24, , 71, 12, 13, 5, 4
2017/5/25, , 66, 7, 13, 6, 4
2017/5/26, , 54, 18, 13, 6, 4
2017/5/27, , 56, 12, 14, 4, 5
2017/5/28, , 57, 20, 16, 7, 6
2017/5/29, , 63, 11, 17, 10, 5
2017/5/30, , 54, 15, 29, 11, 6
2017/5/31, , 67, 11, 15, 8, 4
2017/6/1, , 72, 11, 16, 9, 5
2017/6/2, , 60, 13, 14, 10, 4
2017/6/3, , 67, 14, 13, 11, 4
2017/6/4, , 59, 21, 10, 8, 4
2017/6/5, , 59, 19, 11, 6, 4
2017/6/6, , 50, 20, 12, 10, 4
2017/6/7, , 58, 12, 13, 10, 4
2017/6/8, , 60, 8, 12, 12, 4
2017/6/9, , 45, 11, 13, 11, 4
2017/6/10, , 44, 9, 11, 9, 4
2017/6/11, , 34, 11, 17, 10, 4
2017/6/12, , 37, 23, 23, 9, 6
2017/6/13, , 84, 12, 16, 11, 4
2017/6/14, , 49, 10, 11, 10, 3
2017/6/15, , 29, 54, 19, 18, 5
2017/6/16, , 81, 21, 17, 9, 4
2017/6/17, , 79, 17, 14, 8, 4
2017/6/18, , 124, 20, 13, 10, 4
2017/6/19, , 147, 13, 14, 9, 5
2017/6/20, , 64, 21, 17, 8, 4
2017/6/21, , 73, 20, 16, 9, 4
2017/6/22, , 75, 14, 15, 11, 5
2017/6/23, , 65, 10, 17, 9, 5
2017/6/24, , 71, 9, 11, 8, 4
2017/6/25, , 45, 12, 11, 11, 3
2017/6/26, , 44, 8, 10, 8, 3
2017/6/27, , 33, 7, 10, 7, 3
2017/6/28, , 35, 8, 10, 10, 4
2017/6/29, , 42, 12, 13, 11, 5
2017/6/30, , 48, 9, 14, 16, 5
2017/1/2, , 200, 11, 16, , 13
2017/1/3, , 213, 12, 19, , 8
2017/1/4, , 161, 12, 15, , 8
2017/1/5, , 169, 12, 18, , 6
2017/1/6, , 155, 11, 20, , 10
2017/1/7, , 155, 15, 16, , 10
2017/1/8, , 136, 19, 19, , 14
2017/1/9, , 187, 12, 18, , 8
2017/1/10, , 127, 14, 17, , 5
2017/1/11, , 98, 15, 15, , 5
2017/1/12, , 113, 17, 17, , 7
2017/1/13, , 118, 16, 17, , 6
2017/1/14, , 119, 15, 21, , 7
2017/1/15, , 128, 14, 18, , 12
2017/1/16, , 167, 15, 16, , 23
2017/1/17, , 203, 16, 21, , 13
2017/1/18, , 212, 17, 24, , 11
2017/1/19, , 174, 16, 16, , 13
2017/1/20, , 168, 14, 19, , 15
2017/1/21, , 184, 16, 17, , 10
2017/1/22, , 128, 15, 17, , 11
2017/1/23, , 162, 14, 17, , 12
2017/1/24, , 167, 17, 17, , 9
2017/1/25, , 171, 6, 19, , 10
2017/1/26, , 135, 5, 25, , 22
2017/1/27, , 238, 8, 22, , 13
2017/1/28, , 170, 13, 13, , 5
2017/1/29, , 84, 15, 19, , 9
2017/1/30, , 122, 17, 23, , 12
2017/1/31, , 181, 20, 20, , 11
2017/2/1, , 205, 14, 15, , 8
2017/2/2, , 159, 15, 17, , 10
2017/2/3, , 168, 16, 18, , 8
2017/2/4, , 146, 20, 20, , 11
2017/2/5, , 153, 18, 23, , 15
2017/2/6, , 190, 17, 30, , 13
2017/2/7, , 198, 1, 31, , 13
2017/2/8, , 171, 20, 34, , 13
2017/2/9, , 176, 21, 25, 1, 8
2017/2/10, , 187, 20, 21, 2, 10
2017/2/11, , 147, 20, 17, 2, 7
2017/2/12, , 136, 20, 21, 2, 10
2017/2/13, , 177, 20, 21, 2, 11
2017/2/14, , 180, 17, 20, 4, 9
2017/2/15, , 143, 22, 25, 7, 9
2017/2/16, , 147, 18, 28, 12, 14
2017/2/17, , 199, 3, 34, 40, 11
2017/2/18, , 230, 5, 26, 54, 12
2017/2/19, , 132, 12, 18, 26, 4
2017/2/20, , 122, 15, 18, 19, 3
2017/2/21, , 115, 13, 15, 5, 2
2017/2/22, , 83, 19, 19, 5, 5
2017/2/23, , 91, 7, 19, 4, 11
2017/2/24, , 135, , , , 
2017/2/27, , 91, 22, 14, 2, 3
2017/2/28, , 126, 14, 23, 3, 6
2017/3/1, , 117, 16, 21, 3, 6
2017/3/2, , 128, 20, 20, 3, 8
2017/3/3, , 101, 15, 14, 3, 6
2017/3/4, , 91, 10, 13, 3, 6
2017/3/5, , 71, 21, 17, 3, 6
2017/3/6, , 90, 22, 21, 3, 8
2017/3/7, , 129, 9, 22, 3, 6
2017/3/8, , 85, 7, 15, 3, 6
2017/3/9, , 66, 9, 16, 3, 6
2017/3/10, , 62, 11, 18, 3, 6
2017/3/11, , 65, 16, 17, 3, 6
2017/3/12, , 81, 20, 14, 3, 7
2017/3/13, , 88, 24, 19, 3, 7
2017/3/14, , 110, 37, 23, 6, 8
2017/3/15, , 126, 23, 22, 3, 7
2017/3/16, , 115, 20, 22, 3, 7
2017/3/17, , 115, 21, 20, 3, 5
2017/3/18, , 81, 19, 18, 3, 5
2017/3/19, , 91, 15, 15, 3, 5
2017/3/20, , 80, 17, 18, 3, 5
2017/3/21, , 90, 16, 17, 3, 5
2017/3/22, , 88, 18, 15, 3, 3
2017/3/23, , 91, 21, 17, 3, 4
2017/3/24, , 92, 18, 16, 3, 5
2017/3/25, , 87, 14, 13, 3, 4
2017/3/26, , 86, 17, 15, 3, 5
2017/3/27, , 88, 14, 17, 3, 4
2017/3/28, , 73, 15, 16, 3, 5
2017/3/29, , 74, 9, 17, 4, 6
2017/3/30, , 66, 13, 17, 3, 5
2017/3/31, , 73, 11, 16, 3, 7
2016/10/12, , 106, 20, 6, , 8
2016/10/13, , 81, , , , 
2016/10/18, , 79, , , , 
2016/10/28, , 76, , , , 
2016/10/30, , 100, 9, 21, , 8
2016/10/31, , 92, 11, 24, , 10
2016/11/1, , 88, 8, 28, , 8
2016/11/2, , 64, 2, 42, , 8
2016/11/3, , 110, 8, 30, , 6
2016/11/4, , 77, 6, 11, , 4
2016/11/5, , 36, 9, 18, , 
2016/11/6, , 64, 15, 28, , 
2016/11/7, , 104, 16, 47, , 
2016/11/8, , 134, 18, 50, , 
2016/11/9, , 164, 20, 40, , 
2016/11/10, , 178, 17, 40, , 10
2016/11/11, , 160, 20, 37, , 13
2016/11/12, , 137, 17, 37, , 8
2016/11/13, , 116, 20, 41, , 10
2016/11/14, , 133, 22, 43, , 7
2016/11/15, , 137, 13, 36, , 6
2016/11/16, , 120, , , , 
2016/11/22, , 141, 15, 73, , 17
2016/11/23, , 218, 15, 75, , 16
2016/11/24, , 213, 16, 61, , 14
2016/11/25, , 210, 16, 65, , 15
2016/11/26, , 240, 8, 72, , 19
2016/11/27, , 222, 11, 52, , 14
2016/11/28, , 216, 13, 27, , 10
2016/11/29, , 150, 14, 41, , 17
2016/11/30, , 160, 16, 38, , 10
2016/12/1, , 125, 12, 36, , 14
2016/12/2, , 147, 16, 23, , 10
2016/12/3, , 150, 16, 24, , 8
2016/12/4, , 153, 14, 21, , 8
2016/12/5, , 159, 14, 21, , 10
2016/12/6, , 148, 11, 23, , 7
2016/12/7, , 133, 13, 20, , 7
2016/12/8, , 124, 11, 20, , 9
2016/12/9, , 139, 13, 20, , 7
2016/12/10, , 143, 14, 18, , 7
2016/12/11, , 139, 17, 18, , 11
2016/12/12, , 146, 13, 19, , 9
2016/12/13, , 166, 13, 20, , 9
2016/12/14, , 184, 14, 22, , 9
2016/12/15, , 155, 10, 22, , 9
2016/12/16, , 157, 14, 25, , 12
2016/12/17, , 177, 15, 25, , 13
2016/12/18, , 216, 13, 18, , 13
2016/12/19, , 217, 11, 15, , 14
2016/12/20, , 103, 15, 12, , 14
2016/12/21, , 7, 13, 13, , 13
2016/12/22, , 100, 10, 17, , 13
2016/12/23, , 284, 14, 12, , 16
2016/12/24, , 276, 15, 12, , 17
2016/12/25, , 319, 15, 13, , 14
2016/12/26, , 289, 12, 15, , 10
2016/12/27, , 206, 6, 14, , 9
2016/12/28, , 185, 10, 13, , 9
2016/12/29, , 200, 10, 9, , 15
2016/12/30, , 248, 7, 8, , 16
2016/12/31, , 313, , , , 
2017/10/5, , , 9, 13, 7, 3
2017/7/1, , , 7, 18, 5, 5
2017/7/2, , , 7, 18, 5, 5
2017/4/9, , , 12, 51, 2, 5
2017/4/13, , , 15, 33, 5, 4
2017/1/1, , , 15, 19, , 11
2017/2/26, , , 21, 16, 2, 5
2016/10/11, , , 15, 6, , 9
2016/10/17, , , 16, 7, , 9
2016/10/27, , , 12, 15, , 6
2016/10/29, , , 9, 23, , 9
2016/11/21, , , 14, 53, , 11
2017/10/23, , , , 32, 3, 6
