date, pm25, pm10, o3, no2, so2, co
2018/12/10, 387, 538, 30, 51, 12, 39
2018/12/11, 444, 304, 16, 30, 9, 22
2018/12/12, 326, 105, 20, 15, 9, 9
2018/12/13, 182, 121, 21, 16, 10, 7
2018/12/14, 203, 127, 21, 13, 10, 6
2018/12/15, 211, 176, 24, 19, 11, 10
2018/12/16, 231, 269, 28, 24, 11, 16
2018/12/17, 284, 226, 37, 21, 13, 12
2018/12/18, 290, 334, 33, 32, 15, 19
2018/12/19, 321, 459, 34, 34, 12, 28
2018/12/20, 386, 362, 34, 31, 11, 20
2018/12/21, 351, 543, 35, 41, 14, 25
2018/12/22, 446, 664, 35, 47, 12, 39
2018/12/23, 520, 597, 28, 35, 12, 37
2018/12/24, 488, 326, 23, 20, 10, 13
2018/12/25, 367, 345, 31, 29, 12, 19
2018/12/26, 342, 477, 36, 38, 12, 30
2018/12/27, 416, 308, 26, 18, 13, 11
2018/12/28, 361, 384, 30, 30, 13, 18
2018/12/29, 347, 601, 26, 38, 14, 33
2018/12/30, 442, , , , , 
2018/7/1, 101, 74, 15, 8, 5, 4
2018/7/2, 87, 76, 23, 16, 6, 7
2018/7/3, 117, 83, 30, 13, 6, 7
2018/7/4, 135, 92, 20, 12, 7, 7
2018/7/5, 129, 102, 22, 8, 6, 6
2018/7/6, 138, 107, 25, 9, 7, 6
2018/7/7, 154, 124, 24, 15, 8, 7
2018/7/8, 152, 110, 38, 16, 7, 9
2018/7/9, 160, 83, 28, 12, 6, 7
2018/7/10, 140, 73, 20, 14, 7, 8
2018/7/11, 116, 97, 30, 12, 6, 7
2018/7/12, 121, 53, 10, 12, 6, 7
2018/7/13, 98, 60, 9, 10, 6, 8
2018/7/14, 116, 66, 11, 12, 6, 8
2018/7/15, 123, 59, 24, 14, 5, 9
2018/7/16, 106, 69, 49, 12, 5, 9
2018/7/17, 116, 73, 11, 11, 6, 7
2018/7/18, 115, 62, 10, 10, 7, 7
2018/7/19, 100, 65, 8, 9, 6, 7
2018/7/20, 119, 74, 9, 15, 7, 9
2018/7/21, 140, 40, 6, 10, 5, 8
2018/7/22, 74, 57, 13, 14, 7, 8
2018/7/23, 105, 72, 16, 13, 7, 8
2018/7/24, 125, 62, 5, 13, 5, 7
2018/7/25, 92, 38, 4, 9, 5, 6
2018/7/26, 73, 20, 4, 6, 5, 6
2018/7/27, 60, 40, 8, 7, 5, 6
2018/7/28, 82, 82, 7, 10, 5, 7
2018/7/29, 119, 89, 8, 9, 5, 6
2018/7/30, 100, 109, 8, 10, 5, 6
2018/7/31, 116, 137, 8, 11, 5, 6
2018/8/1, 124, 173, 8, 9, 5, 5
2018/8/2, 143, 174, 7, 11, 5, 5
2018/8/3, 139, 229, 10, 9, 5, 5
2018/8/4, 165, 201, 6, 11, 5, 5
2018/8/5, 144, 89, 4, 9, 5, 6
2018/8/6, 134, 79, 9, 9, 6, 6
2018/8/7, 128, 65, 16, 11, 6, 8
2018/8/8, 120, 68, 16, 12, 5, 7
2018/8/9, 115, 90, 12, 24, 6, 12
2018/8/10, 132, 74, 10, 9, 5, 6
2018/8/11, 90, , , , , 
2018/8/13, 111, 85, 11, 9, 7, 
2018/8/14, 140, 86, 11, 10, 6, 
2018/8/15, 128, 79, 24, 12, 7, 14
2018/8/16, 134, 56, 14, 7, 6, 8
2018/8/17, 95, 70, 8, 11, 6, 9
2018/8/18, 126, 72, 9, 9, 7, 8
2018/8/19, 145, 74, 15, 8, 7, 8
2018/8/20, 140, 66, 18, 11, 9, 8
2018/8/21, 114, 86, 3, 18, 6, 14
2018/8/22, 159, 57, 6, 7, 5, 6
2018/8/23, 92, 65, 10, 5, 5, 5
2018/8/24, 75, 65, 10, 5, 5, 5
2018/8/25, 69, 58, 11, 2, 6, 4
2018/8/26, 74, 46, 7, 4, 6, 6
2018/8/27, 86, 44, 8, 6, 5, 7
2018/8/28, 86, 59, 13, 10, 5, 9
2018/8/29, 123, 75, 15, 13, 5, 9
2018/8/30, 112, 107, 10, 9, 7, 7
2018/8/31, 115, 84, 5, 10, 5, 10
2018/9/1, 114, 62, 6, 5, 5, 6
2018/9/2, 119, 58, 7, 9, , 9
2018/9/3, 121, 88, 12, 12, 5, 13
2018/9/4, 157, 84, 8, 9, 5, 8
2018/9/5, 124, 93, 13, 6, 5, 9
2018/9/6, 111, 56, 5, 12, 5, 9
2018/9/7, 94, 58, 7, 11, 5, 8
2018/9/8, 114, 52, 14, 9, 5, 5
2018/9/9, 104, 79, 24, 14, 5, 6
2018/9/10, 124, 57, 12, 8, 5, 6
2018/9/11, 91, 74, 10, 5, 5, 4
2018/9/12, 91, 81, 11, 5, 6, 4
2018/9/13, 87, 87, 12, 5, 5, 5
2018/9/14, 103, 87, 11, 10, 8, 6
2018/9/15, 109, 98, 10, 5, 7, 5
2018/9/16, 138, 108, 14, 6, 6, 5
2018/9/17, 154, 113, 19, 5, 6, 5
2018/9/18, 148, 116, 20, 10, 8, 8
2018/9/19, 154, 137, 19, 11, 9, 8
2018/9/20, 171, 87, 10, 13, 7, 7
2018/9/21, 117, 43, 5, 11, 6, 6
2018/9/22, 94, 56, 10, 5, 7, 5
2018/9/23, 130, 31, 5, 7, 6, 6
2018/9/24, 83, 31, 8, 3, 6, 5
2018/9/25, 79, 76, 15, 7, 7, 9
2018/9/26, 131, 130, 15, 10, 8, 16
2018/9/27, 161, 182, 29, 15, 8, 20
2018/9/28, 171, 163, 30, 15, 8, 13
2018/9/29, 175, 90, 17, 6, 8, 7
2018/9/30, 146, 126, 15, 10, 8, 9
2018/4/1, 150, 237, 67, 11, 7, 13
2018/4/2, 171, 228, 83, 12, 7, 15
2018/4/3, 174, 319, 29, 9, 7, 15
2018/4/4, 192, 296, 14, 8, 7, 4
2018/4/5, 178, 180, 29, 8, 6, 8
2018/4/6, 170, 112, 37, 7, 5, 7
2018/4/7, 131, 107, 43, 7, 4, 6
2018/4/8, 134, 147, 36, 9, 5, 10
2018/4/9, 134, 287, 41, 8, 6, 11
2018/4/10, 182, 100, 10, 6, 4, 7
2018/4/11, 118, 99, 40, 14, 5, 8
2018/4/12, 138, 233, 39, 14, 8, 11
2018/4/13, 197, 437, 18, 17, 6, 10
2018/4/14, 218, , , , , 
2018/4/19, 142, 355, 30, 10, 5, 6
2018/4/20, 171, 436, 35, 6, 5, 4
2018/4/21, 172, 183, 42, 7, 7, 5
2018/4/22, 140, 266, 53, 17, 4, 6
2018/4/23, 135, 323, 62, 17, 7, 15
2018/4/24, 214, 354, 50, 22, 7, 23
2018/4/25, 198, 389, 100, 17, 8, 18
2018/4/26, 214, 312, 55, 13, 6, 12
2018/4/27, 195, 254, 58, 8, 5, 8
2018/4/28, 173, 244, 77, 13, 6, 10
2018/4/29, 188, 182, 84, 12, 5, 8
2018/4/30, 168, 141, 48, 7, 3, 5
2018/5/1, 145, 126, 50, 8, 3, 5
2018/5/2, 142, 142, 31, 8, 4, 5
2018/5/3, 140, 96, 62, 6, 3, 4
2018/5/4, 128, 141, 96, 12, 4, 8
2018/5/5, 162, 379, 43, 19, 6, 13
2018/5/6, 236, 315, 67, 14, 6, 11
2018/5/7, 210, 153, 38, 6, 3, 3
2018/5/8, 135, 129, 57, 11, 4, 5
2018/5/9, 165, 166, 38, 16, 4, 11
2018/5/10, 181, 343, 70, 19, 6, 16
2018/5/11, 190, 304, 84, 20, 8, 15
2018/5/12, 194, 200, 64, 7, 6, 6
2018/5/13, 152, 108, 51, 10, 5, 6
2018/5/14, 124, 145, 82, 10, 6, 7
2018/5/15, 162, 145, 62, 11, 4, 6
2018/5/16, 160, 255, 67, 9, 5, 6
2018/5/17, 181, 190, 57, 10, 5, 5
2018/5/18, 178, 292, 54, 27, 15, 12
2018/5/19, 170, 202, 42, 13, 14, 9
2018/5/20, 150, 164, 41, 10, 11, 5
2018/5/21, 150, 235, 58, 16, 15, 11
2018/5/22, 163, 381, 56, 26, 18, 17
2018/5/23, 244, 261, 44, 17, 17, 11
2018/5/24, 179, 204, 49, 22, 14, 10
2018/5/25, 145, 237, 54, 25, 17, 13
2018/5/26, 139, 285, 53, 24, 13, 11
2018/5/27, 144, 315, 61, 22, 22, 15
2018/5/28, 169, 315, 61, 24, 14, 16
2018/5/29, 194, 248, 40, 12, 11, 6
2018/5/30, 131, 171, 51, 16, 11, 8
2018/5/31, 140, 151, 38, 10, 11, 7
2018/6/1, 162, , , , , 
2018/6/3, 112, 131, 37, 9, 10, 7
2018/6/4, 125, 106, 33, 9, 9, 6
2018/6/5, 143, 122, 27, 4, 9, 6
2018/6/6, 152, 126, 54, 9, 11, 8
2018/6/7, 191, 142, 27, 7, 8, 7
2018/6/8, 155, 133, 28, 6, 7, 7
2018/6/9, 152, 103, 27, 9, 7, 7
2018/6/10, 167, 152, 37, 7, 8, 5
2018/6/11, 184, 529, 19, 7, 9, 5
2018/6/12, 200, 977, 15, 3, 8, 4
2018/6/13, 246, 923, 16, 2, 6, 3
2018/6/14, 233, 709, 18, 4, 9, 4
2018/6/15, 187, 575, 18, 4, 8, 4
2018/6/16, 178, 230, 21, 2, 6, 4
2018/6/17, 147, 104, 31, 3, 10, 5
2018/6/18, 138, 103, 30, 2, 8, 4
2018/6/19, 124, 146, 39, 5, 11, 6
2018/6/20, 153, 184, 39, 8, 9, 6
2018/6/21, 151, 176, 62, 9, 11, 8
2018/6/22, 159, 191, 42, 11, 13, 8
2018/6/23, 166, 138, 34, 5, 11, 5
2018/6/24, 141, 282, 26, 7, 8, 5
2018/6/25, 145, 125, 19, 5, 10, 4
2018/6/26, 121, 83, 22, 8, 7, 6
2018/6/27, 139, 45, 19, 10, 5, 6
2018/6/28, 94, 66, 20, 15, 6, 7
2018/6/29, 120, 70, 16, 18, 6, 9
2018/6/30, 134, 61, 16, 11, 5, 8
2018/1/20, 293, , , , , 
2018/1/23, 219, 167, , , , 
2018/1/24, 205, 142, , 2, 62, 18
2018/1/25, 195, 166, , , , 
2018/1/26, 203, 253, , , , 
2018/1/27, 239, 253, , , , 
2018/1/28, 233, 229, , , , 
2018/1/29, 226, 206, 8, 9, 5, 7
2018/1/30, 215, 169, 13, 8, 3, 9
2018/1/31, 195, 324, 21, 13, 6, 14
2018/2/1, 254, 202, 19, 10, 3, 7
2018/2/2, 192, 222, 32, 10, 5, 7
2018/2/3, 206, 227, 35, 10, 5, 8
2018/2/4, 222, 327, 32, 14, 6, 10
2018/2/5, 271, 251, 30, 11, 5, 7
2018/2/6, 228, 212, 42, 10, 5, 8
2018/2/7, 211, 435, 35, 14, 6, 15
2018/2/8, 306, 424, 36, 15, 8, 14
2018/2/9, 302, 462, 32, 17, 5, 26
2018/2/10, 299, 267, 23, 19, 6, 11
2018/2/11, 214, 124, 15, 10, 3, 5
2018/2/12, 161, 152, 18, 10, 4, 11
2018/2/13, 191, 116, 23, 7, 4, 4
2018/2/14, 165, 129, 26, 8, 5, 6
2018/2/15, 176, 165, 27, 11, 5, 6
2018/2/16, 195, 187, 24, 10, 5, 7
2018/2/17, 205, 186, 25, 7, 4, 4
2018/2/18, 183, 225, 27, 10, 5, 14
2018/2/19, 237, 373, 30, 9, 6, 13
2018/2/20, 260, 411, 42, 14, 8, 24
2018/2/21, 270, 324, 34, 11, 10, 12
2018/2/22, 235, 305, 21, 11, 9, 12
2018/2/23, 234, 350, 33, 13, 9, 13
2018/2/24, 254, 166, 29, 8, 7, 5
2018/2/26, 137, 133, 26, 7, 5, 5
2018/2/27, 167, 296, 20, 7, 6, 9
2018/2/28, 229, 219, 21, 8, 6, 10
2018/3/1, 192, 224, 22, 9, 5, 14
2018/3/2, 199, 179, 20, 7, 6, 8
2018/3/3, 178, 128, 22, 7, 5, 5
2018/3/4, 156, 118, 27, 7, 5, 4
2018/3/5, 143, 122, 30, 6, 5, 4
2018/3/6, 146, 157, 35, 8, 5, 8
2018/3/7, 165, 355, 46, 12, 7, 20
2018/3/8, 237, 124, 29, 7, 5, 6
2018/3/9, 150, 107, 25, 6, 3, 3
2018/3/10, 127, 164, 33, 9, 4, 6
2018/3/11, 148, 181, 32, 9, 6, 6
2018/3/12, 172, 264, 31, 10, 7, 8
2018/3/13, 190, 285, 23, 10, 5, 10
2018/3/14, 171, 354, 16, 9, 6, 9
2018/3/15, 236, 275, 29, 7, 7, 8
2018/3/16, 215, 172, 27, 7, 7, 6
2018/3/17, 178, , , , , 
2018/3/19, 162, 264, 68, 11, 8, 13
2018/3/20, 197, 242, 50, 10, 9, 12
2018/3/21, 174, 147, 47, 8, 5, 8
2018/3/22, 150, 127, 40, 6, 5, 8
2018/3/23, 128, 152, 47, 6, 5, 7
2018/3/24, 144, 144, 49, 6, 5, 8
2018/3/25, 139, 175, 43, 6, 8, 10
2018/3/26, 155, 354, 33, 8, 11, 12
2018/3/27, 192, 269, 41, 11, 5, 17
2018/3/28, 172, 188, 54, 7, 6, 9
2018/3/29, 159, 219, 59, 8, 5, 9
2018/3/30, 163, 284, 69, 10, 6, 11
2018/3/31, 179, 177, 70, 8, 4, 10
2019/12/31, , 425, 18, 14, 3, 30
2019/3/31, , 131, 45, 16, 12, 9
2018/12/31, , 496, 27, 34, 13, 23
2018/8/12, , 76, 12, 4, 7, 
2018/4/18, , 213, 18, 13, 4, 8
2018/6/2, , 118, , 7, 11, 7
2018/1/19, , 346, , , , 
2018/1/22, , 171, , , , 
2018/2/25, , 115, 25, 6, 4, 3
2018/3/18, , 158, 58, 8, 6, 8
