year,state,so2,no2,pm2_5,AQI
2015.0,West Bengal,7.416431735803464,45.96415626258558,64.98427672955975,119.86306886830447
2013.0,Tamil Nadu,1.0,1.0,0.0,63.83333333
2014.0,Tamil Nadu,1.0,1.0,0.0,63.83333332999985
2015.0,Tamil Nadu,1.0,1.0,0.0,63.83333332999981
2016.0,Tamil Nadu,1.0,1.0,0.0,63.83333332999981
2017.0,Tamil Nadu,1.0,1.0,0.0,63.8333333299998
2018.0,Tamil Nadu,1.0,1.0,0.0,63.8333333299998
2019.0,Tamil Nadu,1.0,1.0,0.0,63.83333332999981
2020.0,Tamil Nadu,1.0,1.0,0.0,63.83333332999992
2013.0,Tamil Nadu,1.0,1.0,0.0,63.83333333
2014.0,Tamil Nadu,1.0,1.0,0.0,63.83333332999985
2015.0,Tamil Nadu,1.0,1.0,0.0,63.83333332999981
2016.0,Tamil Nadu,1.0,1.0,0.0,63.83333332999981
2017.0,Tamil Nadu,1.0,1.0,0.0,63.8333333299998
2018.0,Tamil Nadu,1.0,1.0,0.0,63.8333333299998
2019.0,Tamil Nadu,1.0,1.0,0.0,63.83333332999981
2020.0,Tamil Nadu,1.0,1.0,0.0,63.83333332999992
2015.0,haryana,2.0,6.923076923076923,0.0,102.5
2016.0,haryana,2.0,9.904069767441861,0.0,102.5
2017.0,haryana,2.0,9.433333333333334,0.0,102.5
2018.0,haryana,2.0,19.95,0.0,102.5
2019.0,haryana,2.0,18.22096317280453,0.0,102.5
2020.0,haryana,2.0,0.0,0.0,102.5
2016.0,maharashtra,,50.0,0.0,278.4166667000004
2017.0,maharashtra,,50.0,0.0,278.4166666999992
2018.0,maharashtra,,50.0,0.0,278.41666669999915
2019.0,maharashtra,,50.0,0.0,278.41666669999915
2020.0,maharashtra,,50.0,0.0,278.41666669999984
2017.0,kerala,1.0,1.0,0.0,70.58333333000006
2018.0,kerala,1.0,1.0,0.0,70.58333332999979
2019.0,kerala,1.0,1.0,0.0,70.58333332999979
2020.0,kerala,1.0,1.0,0.0,70.58333332999989
2018.0,delhi,,8.0,179.0,164.5
2019.0,delhi,,8.0,179.0,164.5
2020.0,delhi,,8.0,179.0,164.5
2016.0,west bengal,3.0,32.0,263.0,387.27114431194
2017.0,west bengal,3.0,32.0,263.0,384.4907085118455
2018.0,west bengal,3.0,32.0,263.0,428.43611111333337
2019.0,west bengal,3.0,32.0,263.0,238.22398843988432
2020.0,west bengal,3.0,32.0,263.0,224.44758064411295
