year,state,so2,no2,pm2_5,AQI
2018.0,maharashtra,56.52646239554318,42.589506172839506,77.07042253521126,220.5989417989418
2019.0,maharashtra,48.074585635359114,41.193370165745854,72.59116022099448,208.18541666666678
2020.0,maharashtra,47.17355371900826,30.74380165289256,95.98347107438016,225.81302521008413
2018.0,delhi,8.148936170212766,15.957575757575757,193.1402985074627,286.6591847265222
2019.0,delhi,5.897790055248619,14.969613259668508,189.7596685082873,278.46921296296324
2020.0,delhi,4.1440677966101696,8.42741935483871,185.81451612903226,264.3340395480226
2017.0,kerala,1.6666666666666667,3.7083333333333335,118.88888888888889,165.10185185185188
2018.0,kerala,3.1708683473389354,4.443820224719101,89.74647887323944,128.81345785440607
2019.0,kerala,3.8038277511961724,2.763157894736842,77.72910662824208,132.71393034825866
2020.0,kerala,6.209677419354839,6.639344262295082,82.368,126.99453551912569
2016.0,gujrat,23.897727272727273,20.522727272727273,177.816091954023,295.1205357142857
2017.0,gujrat,43.3125,43.33125,179.8,350.6590909090909
2018.0,gujrat,53.03738317757009,51.86915887850467,172.81308411214954,363.7316666666665
2019.0,gujrat,31.900284900284902,40.37359550561798,136.01404494382024,270.63376560999035
2020.0,gujrat,20.701612903225808,15.008064516129032,121.016,206.5618279569891
2016.0,Tamil Nadu,6.1916932907348246,9.61198738170347,144.30421686746988,213.77076222980642
2017.0,Tamil Nadu,7.033613445378151,11.971988795518207,138.68715083798884,209.3380547686498
2018.0,Tamil Nadu,6.044692737430168,8.863128491620111,133.30167597765364,195.87511803588305
2019.0,Tamil Nadu,5.861290322580645,9.485530546623794,124.28387096774193,184.7542808219179
2020.0,Tamil Nadu,7.333333333333333,6.355371900826446,96.752,147.68870523415987
2016.0,Haryana,5.45625,10.49469964664311,197.7893175074184,269.769696969697
2017.0,Haryana,4.739811912225705,12.619596541786743,181.95953757225433,271.7788671023964
2018.0,Haryana,4.231343283582089,16.338983050847457,204.92700729927006,356.79783950617275
2019.0,Haryana,10.814935064935066,12.248554913294798,160.78612716763007,245.9931015452539
2020.0,Haryana,9.688524590163935,10.56910569105691,150.09677419354838,226.76502732240445
2017.0,west bengal,7.381009790617616,20.197700132684652,155.11111111111026,241.28820221894367
2018.0,west bengal,8.38976282427159,22.163773538612528,167.00324412003206,260.86291261364835
2019.0,west bengal,5.143311770451381,22.15708942536552,156.76300578034682,243.14284253523343
2020.0,west bengal,8.50320570100974,21.38255624830578,137.36290322580646,220.50774007105287
