date, pm25, pm10, o3, no2, so2, co
2018/5/23, 97, , , 11, 4, 8
2018/5/24, 97, , , 10, 3, 8
2018/5/25, 79, , , 10, 4, 9
2018/5/26, 86, , , 10, 2, 8
2018/5/27, 120, , , 9, 2, 8
2018/5/28, 96, , , 10, 3, 8
2018/5/29, 92, , , 10, 3, 8
2018/5/30, 99, , , 11, 3, 9
2018/5/31, 115, , , 12, 2, 8
2018/6/1, 112, , , 11, 2, 8
2018/6/2, 133, , , 11, 4, 8
2018/6/3, 108, , , 11, 3, 8
2018/6/4, 103, , , 12, 3, 8
2018/6/5, 93, , , 12, 3, 8
2018/6/6, 70, , , 12, 2, 8
2018/6/7, 74, , , 11, 3, 8
2018/6/8, 109, , , 10, 3, 7
2018/6/9, 102, , , 10, 4, 8
2018/6/10, 61, , , 12, 3, 7
2018/6/11, 73, , , 12, 3, 8
2018/6/12, 68, , , 19, 3, 9
2018/6/13, 83, , , 12, 3, 8
2018/6/14, 93, , , 11, 3, 9
2018/6/15, 122, , , 10, 2, 8
2018/6/16, 98, , , 11, 3, 8
2018/6/17, 123, , , 11, 3, 8
2018/6/18, 103, , , 10, 3, 9
2018/6/19, 92, , , 11, 3, 8
2018/6/20, 106, , , 11, 3, 8
2018/6/21, 134, , , 11, 3, 9
2018/6/22, 125, , , 11, 2, 9
2018/6/23, 129, , , 11, 3, 9
2018/6/24, 113, , , 12, 3, 8
2018/6/25, 127, , , 13, 3, 8
2018/6/26, 129, , , 12, 3, 8
2018/6/27, 136, , , 12, 3, 8
2018/6/28, 114, , , 13, 2, 8
2018/6/29, 121, , , 12, 4, 8
2018/6/30, 146, , , 11, 3, 8
2018/1/1, 126, , , 7, 3, 5
2018/1/2, 200, , , 9, 5, 5
2018/1/3, 203, , , 10, 13, 4
2018/1/4, 293, , , 9, 15, 5
2018/1/5, 185, , , 10, 31, 8
2018/1/6, 169, , , 6, 20, 4
2018/1/7, 159, , , 7, 11, 4
2018/1/8, 157, , , 7, 13, 3
2018/1/9, 159, , , 5, 3, 4
2018/1/10, 148, , , 6, 7, 4
2018/1/11, 170, , , 7, 12, 3
2018/1/12, 176, , , 10, 22, 7
2018/1/13, 346, , , 4, 31, 4
2018/1/14, 192, , , 3, 17, 3
2018/1/15, 163, , , 3, 13, 3
2018/1/16, 173, , , 6, 33, 4
2018/1/17, 176, , , 9, 33, 4
2018/1/18, 189, , , 10, 38, 4
2018/1/19, 187, , , 11, 36, 6
2018/1/20, 164, , , 10, 31, 5
2018/1/21, 192, , , 9, 6, 6
2018/1/22, 157, , , 10, 4, 6
2018/1/23, 218, , , 12, 4, 6
2018/1/24, 205, , , 11, 4, 7
2018/1/25, 197, , , 9, 4, 6
2018/1/26, 181, , , 10, 4, 7
2018/1/27, 174, , , 7, 4, 6
2018/1/28, 181, , , 7, 4, 6
2018/1/29, 179, , , 10, 4, 7
2018/1/30, 180, , , 13, 4, 7
2018/1/31, 189, , , 9, 4, 7
2018/2/1, 144, , , 11, 4, 7
2018/2/2, 177, , , 10, 3, 6
2018/2/3, 211, , , 6, 4, 6
2018/2/4, 150, , , 11, 4, 7
2018/2/5, 143, , , 15, 4, 6
2018/2/6, 155, , , 12, 3, 6
2018/2/7, 131, , , 12, 4, 7
2018/2/8, 120, , , 10, 3, 7
2018/2/9, 192, , , 11, 4, 6
2018/2/10, 162, , , 7, 4, 6
2018/2/11, 165, , , 8, 3, 6
2018/2/12, 161, , , 10, 3, 7
2018/2/13, 190, , , 13, 5, 6
2018/2/14, 150, , , 13, 6, 5
2018/2/15, 165, , , 10, 7, 5
2018/2/16, 160, , , 10, 6, 5
2018/2/17, 160, , , 9, 6, 5
2018/2/18, 182, , , 9, 7, 6
2018/2/19, 172, , , 12, 7, 5
2018/2/20, 168, , , 13, 7, 5
2018/2/21, 169, , , 12, 7, 5
2018/2/22, 160, , , 12, 6, 5
2018/2/23, 146, , , 10, 7, 5
2018/2/24, 148, , , 8, 7, 5
2018/2/25, 122, , , 10, 7, 6
2018/2/26, 139, , , 12, 7, 8
2018/2/27, 178, , , 13, 7, 5
2018/2/28, 218, , , 10, 7, 6
2018/3/1, 232, , , 10, 7, 6
2018/3/2, 155, , , 11, 7, 6
2018/3/3, 136, , , 10, 6, 5
2018/3/4, 168, , , 8, 6, 5
2018/3/5, 137, , , 8, 7, 6
2018/3/6, 144, , , 10, 4, 6
2018/3/7, 173, , , 13, 8, 7
2018/3/8, 197, , , 11, 7, 5
2018/3/9, 160, , , 13, 7, 5
2018/3/10, 164, , , 10, 21, 5
2018/3/11, 166, , , 10, 26, 6
2018/3/12, 277, , , 6, 6, 5
2018/3/13, 118, , , 8, 6, 5
2018/3/14, 138, , , 7, 5, 6
2018/3/15, 84, , , 7, 4, 5
2018/3/16, 95, , , 13, 7, 6
2018/3/17, 129, , , 11, 27, 6
2018/3/18, 139, , , 10, 10, 5
2018/3/19, 137, , , 10, 13, 6
2018/3/20, 178, , , 8, 10, 7
2018/3/21, 148, , , 6, 7, 11
2018/3/22, 122, , , 7, 2, 8
2018/3/23, 160, , , 6, 3, 9
2018/3/24, 196, , , 5, 1, 9
2018/3/25, 171, , , 7, 11, 8
2018/3/26, 159, , , 6, 6, 9
2018/3/27, 191, , , 5, 2, 13
2018/3/28, 86, , , 6, 5, 6
2018/3/29, 77, , , 5, 5, 5
2018/3/30, 128, , , 5, 5, 6
2018/3/31, 143, , , 5, 6, 5
2017/10/1, 106, , , 5, 8, 4
2017/10/2, 65, , , 7, 7, 5
2017/10/3, 103, , , 8, 8, 5
2017/10/4, 69, , , 7, 7, 4
2017/10/5, 74, , , 7, 7, 5
2017/10/6, 136, , , 6, 7, 5
2017/10/7, 131, , , 6, 8, 7
2017/10/8, 92, , , , 7, 4
2017/10/9, 161, , , 8, 2, 2
2017/10/10, 91, , , 11, 2, 2
2017/10/11, 116, , , 11, 2, 5
2017/10/12, 104, , , 13, 2, 4
2017/10/13, 125, , , 12, 4, 5
2017/10/14, 150, , , 11, 5, 5
2017/10/15, 97, , , 11, 6, 7
2017/10/16, 82, , , 10, 4, 9
2017/10/17, 127, , , 11, 7, 11
2017/10/18, 222, , , 13, 8, 8
2017/10/19, 335, , , 11, 4, 7
2017/10/20, 91, , , 17, 3, 7
2017/10/21, 102, , , 14, 3, 7
2017/10/22, 103, , , 17, 3, 7
2017/10/23, 156, , , 12, 2, 7
2017/10/24, 139, , , 12, 3, 15
2017/10/25, 98, , , 10, 3, 7
2017/10/26, 78, , , 13, 2, 8
2017/10/27, 83, , , 13, 1, 7
2017/10/28, 145, , , 12, 3, 7
2017/10/29, 117, , , 9, 5, 8
2017/10/30, 55, , , 11, 3, 7
2017/10/31, 100, , , 8, 2, 7
2017/11/1, 52, , , 9, 2, 8
2017/11/2, 77, , , 10, 2, 7
2017/11/3, 101, , , 14, 3, 11
2017/11/4, 85, , , 9, 3, 7
2017/11/5, 95, , , 10, 3, 7
2017/11/6, 88, , , 10, 3, 7
2017/11/7, 88, , , 9, 3, 7
2017/11/8, 93, , , 10, 3, 7
2017/11/9, 86, , , 12, 2, 8
2017/11/10, 132, , , 7, 2, 7
2017/11/11, 152, , , 7, 2, 7
2017/11/12, 155, , , 6, 3, 7
2017/11/13, 127, , , 5, 3, 7
2017/11/14, 76, , , 6, 3, 7
2017/11/15, 106, , , , , 
2017/11/17, 110, , , 11, 13, 5
2017/11/18, 82, , , 9, 6, 5
2017/11/19, 72, , , 10, 6, 5
2017/11/20, 73, , , 9, 7, 5
2017/11/21, 65, , , 12, 6, 4
2017/11/22, 118, , , 13, 5, 4
2017/11/23, 164, , , 10, 3, 4
2017/11/24, 160, , , 17, 4, 4
2017/11/25, 185, , , 12, 4, 5
2017/11/26, 152, , , 13, 5, 5
2017/11/27, 113, , , 15, 5, 6
2017/11/28, 113, , , 14, 3, 7
2017/11/29, 113, , , 13, 5, 4
2017/11/30, 113, , , 14, 4, 4
2017/12/1, 113, , , 12, 5, 4
2017/12/2, 113, , , 10, 5, 4
2017/12/3, 113, , , 12, 6, 5
2017/12/4, 112, , , 12, 6, 5
2017/12/5, 110, , , 11, 6, 4
2017/12/6, 120, , , 11, 4, 5
2017/12/7, 142, , , 13, 3, 5
2017/12/8, 141, , , 14, 10, 5
2017/12/9, 148, , , 16, 9, 4
2017/12/10, 156, , , 12, 13, 5
2017/12/11, 150, , , 9, 3, 5
2017/12/12, 142, , , 6, 5, 5
2017/12/13, 147, , , 6, 4, 5
2017/12/14, 144, , , 10, 4, 4
2017/12/15, 153, , , 23, 7, 5
2017/12/16, 162, , , 7, 5, 4
2017/12/17, 133, , , 9, 5, 6
2017/12/18, 141, , , 12, 9, 4
2017/12/19, 134, , , 12, 6, 5
2017/12/20, 111, , , 8, 5, 5
2017/12/21, 163, , , 9, 5, 5
2017/12/22, 140, , , 11, 3, 6
2017/12/23, 114, , , 11, 4, 5
2017/12/24, 131, , , 9, 5, 4
2017/12/25, 126, , , 9, 4, 4
2017/12/26, 163, , , 10, 13, 4
2017/12/27, 187, , , 12, 10, 4
2017/12/28, 148, , , 10, 4, 5
2017/12/29, 140, , , 7, 4, 5
2017/12/30, 123, , , 12, 4, 5
2017/12/31, 61, , , 5, 2, 4
2017/7/1, 164, , , 9, 4, 5
2017/7/2, 174, , , 10, 3, 5
2017/7/3, 145, , , 11, 2, 6
2017/7/4, 115, , , 8, 3, 4
2017/7/5, 142, , , 8, 4, 5
2017/7/6, 196, , , 10, 3, 5
2017/7/7, 124, , , 10, 10, 7
2017/7/8, 146, , , 11, 8, 5
2017/7/9, 136, , , 11, 8, 6
2017/7/10, 89, , , 10, 2, 5
2017/7/11, 191, , , 9, 2, 5
2017/7/12, 82, , , 7, 4, 4
2017/7/13, 160, , , 11, 5, 4
2017/7/14, 206, , , 35, 6, 6
2017/7/15, 217, , , 13, 2, 5
2017/7/16, 191, , , 19, 5, 5
2017/7/17, 262, , , 13, 5, 5
2017/7/18, 315, , , 11, 4, 4
2017/7/19, 235, , , 9, 8, 5
2017/7/20, 108, , , 9, 5, 5
2017/7/21, 124, , , 9, 5, 5
2017/7/22, 97, , , 9, 5, 5
2017/7/23, 100, , , 12, 4, 4
2017/7/24, 162, , , 12, 5, 5
2017/7/25, 106, , , 12, 12, 5
2017/7/26, 116, , , 12, 27, 4
2017/7/27, 121, , , 13, 12, 5
2017/7/28, 114, , , 16, 21, 4
2017/7/29, 112, , , 14, 8, 4
2017/7/30, 122, , , 14, 6, 5
2017/7/31, 95, , , 13, 4, 5
2017/8/1, 83, , , 13, 5, 5
2017/8/2, 98, , , 8, 7, 4
2017/8/3, 100, , , 10, 5, 7
2017/8/4, 106, , , 7, 26, 9
2017/8/5, 96, , , 20, 10, 5
2017/8/6, 100, , , 7, 6, 5
2017/8/7, 93, , , 10, 8, 4
2017/8/8, 129, , , 9, 7, 5
2017/8/9, 109, , , 7, 5, 5
2017/8/10, 85, , , 9, 5, 5
2017/8/11, 120, , , 6, 3, 5
2017/8/12, 97, , , 5, 5, 5
2017/8/13, 74, , , 8, 5, 5
2017/8/14, 123, , , 8, 4, 5
2017/8/15, 95, , , 10, 5, 6
2017/8/16, 79, , , 14, 4, 5
2017/8/17, 90, , , 7, 3, 7
2017/8/18, 127, , , 8, 1, 5
2017/8/19, 84, , , 7, 2, 5
2017/8/20, 63, , , 6, 4, 6
2017/8/21, 101, , , 14, 5, 6
2017/8/22, 89, , , 10, 5, 5
2017/8/23, 85, , , 10, 7, 5
2017/8/24, 71, , , 11, 4, 5
2017/8/25, 74, , , 14, 5, 5
2017/8/26, 101, , , 6, 6, 5
2017/8/27, 63, , , 7, 6, 5
2017/8/28, 72, , , 7, 6, 5
2017/8/29, 93, , , 6, 6, 4
2017/8/30, 86, , , 6, 6, 5
2017/8/31, 81, , , 8, 5, 6
2017/9/1, 95, , , 10, 5, 4
2017/9/2, 116, , , 9, 5, 5
2017/9/3, 104, , , 9, 4, 4
2017/9/4, 112, , , 7, 4, 4
2017/9/5, 134, , , 8, 2, 3
2017/9/6, 102, , , , , 
2017/9/11, 56, , , 6, 8, 5
2017/9/12, 57, , , 4, 8, 5
2017/9/13, 69, , , 6, 8, 5
2017/9/14, 82, , , 9, 7, 5
2017/9/15, 87, , , 15, 6, 5
2017/9/16, 116, , , 8, 6, 4
2017/9/17, 42, , , 7, 6, 6
2017/9/18, 133, , , 7, 6, 5
2017/9/19, 110, , , 7, 6, 5
2017/9/20, 90, , , 6, 7, 4
2017/9/21, 75, , , 8, 5, 6
2017/9/22, 126, , , 11, 5, 4
2017/9/23, 146, , , 8, 6, 4
2017/9/24, 138, , , 9, 6, 4
2017/9/25, 92, , , 10, 6, 6
2017/9/26, 152, , , 12, 8, 5
2017/9/27, 132, , , 11, 6, 5
2017/9/28, 133, , , 8, 8, 4
2017/9/29, 116, , , 8, 6, 5
2017/9/30, 117, , , 7, 6, 6
2017/4/2, 169, , , 12, 2, 4
2017/4/3, 133, , , 11, 2, 4
2017/4/4, 160, , , 11, 2, 4
2017/4/5, 128, , , 11, 3, 5
2017/4/6, 155, , , 11, 3, 6
2017/4/7, 147, , , 10, 4, 6
2017/4/8, 138, , , 11, 7, 6
2017/4/9, 126, , , 10, 6, 6
2017/4/10, 132, , , 10, 2, 6
2017/4/11, 137, , , 13, 4, 6
2017/4/12, 132, , , 11, 11, 6
2017/4/13, 166, , , 11, 10, 6
2017/4/14, 133, , , 13, 19, 6
2017/4/15, 175, , , 11, 7, 6
2017/4/16, 193, , , 14, 8, 6
2017/4/17, 258, , , 12, 4, 5
2017/4/18, 218, , , 10, 2, 6
2017/4/19, 166, , , 12, 3, 6
2017/4/20, 163, , , 13, 6, 6
2017/4/21, 228, , , 14, 12, 6
2017/4/22, 279, , , 11, 9, 7
2017/4/23, 232, , , 11, 4, 6
2017/4/24, 174, , , 12, 2, 6
2017/4/25, 165, , , 13, 8, 6
2017/4/26, 237, , , 9, 2, 3
2017/4/27, 147, , , 10, 4, 4
2017/4/28, 150, , , 11, 6, 10
2017/4/29, 144, , , 8, 6, 3
2017/4/30, 139, , , 6, 4, 5
2017/5/1, 122, , , 7, 6, 5
2017/5/2, 115, , , 9, 7, 5
2017/5/3, 140, , , 10, 10, 6
2017/5/4, 159, , , 7, 4, 5
2017/5/5, 112, , , 5, 3, 7
2017/5/6, 115, , , 6, 2, 3
2017/5/7, 105, , , 9, 2, 4
2017/5/8, 137, , , 9, 2, 4
2017/5/9, 134, , , 16, 2, 5
2017/5/10, 157, , , 9, 2, 
2017/5/11, 99, , , 6, 2, 4
2017/5/12, 91, , , 7, 2, 5
2017/5/13, 92, , , 8, 1, 5
2017/5/14, 165, , , 15, 1, 5
2017/5/15, 192, , , 17, 2, 5
2017/5/16, 225, , , 17, 2, 5
2017/5/17, 180, , , 17, 2, 5
2017/5/18, 66, , , 20, 3, 5
2017/5/19, 155, , , 22, 9, 9
2017/5/20, 268, , , 14, 2, 5
2017/5/21, 228, , , 10, 2, 4
2017/5/22, 181, , , 14, 1, 5
2017/5/23, 193, , , 11, 2, 5
2017/5/24, 204, , , 11, 2, 5
2017/5/25, 112, , , 22, 27, 4
2017/5/26, 261, , , 18, 2, 5
2017/5/27, 155, , , 14, 2, 11
2017/5/28, 167, , , 21, 4, 7
2017/5/29, 251, , , 15, 12, 7
2017/5/30, 245, , , 26, 1, 13
2017/5/31, 175, , , 14, 1, 7
2017/6/1, 173, , , 9, 1, 6
2017/6/2, 147, , , 11, 1, 6
2017/6/3, 150, , , 13, 17, 7
2017/6/4, 162, , , 12, 9, 7
2017/6/5, 164, , , 15, 2, 9
2017/6/6, 152, , , 10, 2, 6
2017/6/7, 108, , , 10, 1, 8
2017/6/8, 165, , , 18, 1, 7
2017/6/9, 216, , , 11, 8, 8
2017/6/10, 186, , , 10, 1, 7
2017/6/11, 203, , , 9, 3, 6
2017/6/12, 178, , , 11, 1, 6
2017/6/13, 148, , , 7, 1, 6
2017/6/14, 117, , , 8, 2, 6
2017/6/15, 109, , , 8, 1, 7
2017/6/16, 140, , , 9, 1, 5
2017/6/17, 175, , , 9, 2, 5
2017/6/18, 204, , , 18, 3, 5
2017/6/19, 157, , , 12, 3, 6
2017/6/20, 85, , , 15, 3, 5
2017/6/21, 244, , , 14, 2, 5
2017/6/22, 180, , , 9, 5, 4
2017/6/23, 130, , , 12, 3, 6
2017/6/24, 203, , , 14, 6, 5
2017/6/25, 167, , , 13, 6, 5
2017/6/26, 161, , , 15, 3, 7
2017/6/27, 139, , , 7, 3, 5
2017/6/28, 158, , , 14, 2, 7
2017/6/29, 174, , , 12, 3, 5
2017/6/30, 169, , , 15, 4, 4
2017/1/2, 124, , , 12, 22, 4
2017/1/3, 132, , , 16, 23, 4
2017/1/4, 165, , , 16, 33, 5
2017/1/5, 205, , , 30, 34, 5
2017/1/6, 373, , , 20, 49, 4
2017/1/7, 166, , , 18, 18, 4
2017/1/8, 145, , , 22, 30, 4
2017/1/9, 154, , , 26, 49, 4
2017/1/10, 168, , , 23, 39, 5
2017/1/11, 164, , , 22, 26, 4
2017/1/12, 176, , , 25, 25, 5
2017/1/13, 341, , , 18, 23, 4
2017/1/14, 151, , , 15, 23, 4
2017/1/15, 165, , , 17, 26, 4
2017/1/16, 161, , , 20, 27, 5
2017/1/17, 174, , , 18, 25, 5
2017/1/18, 138, , , 17, 11, 4
2017/1/19, 137, , , 29, 20, 3
2017/1/20, 160, , , 14, 3, 3
2017/1/21, 123, , , 20, 10, 4
2017/1/22, 144, , , 25, 18, 5
2017/1/23, 142, , , 22, 11, 4
2017/1/24, 138, , , 16, 11, 3
2017/1/25, 163, , , 15, 2, 3
2017/1/26, 148, , , 17, 1, 4
2017/1/27, 130, , , 15, 22, 4
2017/1/28, 109, , , 19, 21, 4
2017/1/29, 108, , , 14, 12, 4
2017/1/30, 99, , , 21, 15, 6
2017/1/31, 150, , , 18, 12, 5
2017/2/1, 186, , , 19, 13, 2
2017/2/2, 158, , , 19, 14, 6
2017/2/3, 154, , , 18, 7, 5
2017/2/4, 164, , , 17, 12, 6
2017/2/5, 172, , , 24, 29, 8
2017/2/6, 167, , , 29, 26, 9
2017/2/7, 172, , , 21, 16, 9
2017/2/8, 186, , , 23, 14, 7
2017/2/9, 178, , , 22, 16, 7
2017/2/10, 170, , , 19, 16, 6
2017/2/11, 173, , , 14, 16, 7
2017/2/12, 128, , , 14, 6, 8
2017/2/13, 113, , , 11, 4, 6
2017/2/14, 123, , , 10, , 6
2017/2/15, 144, , , 12, 1, 6
2017/2/16, 158, , , 28, 4, 7
2017/2/17, 171, , , 18, 4, 6
2017/2/18, 163, , , 18, 4, 8
2017/2/19, 165, , , 20, 9, 7
2017/2/20, 286, , , 15, 2, 5
2017/2/21, 148, , , 14, 3, 5
2017/2/22, 138, , , 12, 4, 5
2017/2/23, 110, , , 11, 6, 5
2017/2/24, 115, , , 11, 11, 4
2017/2/25, 101, , , 10, 8, 5
2017/2/26, 111, , , 12, 10, 4
2017/2/27, 130, , , 17, 22, 5
2017/2/28, 171, , , 18, 12, 10
2017/3/1, 168, , , 18, 14, 4
2017/3/2, 156, , , 17, 23, 4
2017/3/3, 167, , , 10, 2, 4
2017/3/4, 117, , , 9, 1, 4
2017/3/5, 92, , , 9, 1, 4
2017/3/6, 101, , , 11, 1, 4
2017/3/7, 84, , , 8, 1, 4
2017/3/8, 101, , , 10, 1, 4
2017/3/9, 74, , , 9, 3, 4
2017/3/10, 102, , , 11, 4, 4
2017/3/11, 263, , , 9, 3, 4
2017/3/12, 261, , , 9, 5, 4
2017/3/13, 118, , , 7, 3, 4
2017/3/14, 71, , , 8, 13, 3
2017/3/15, 107, , , 10, 5, 4
2017/3/16, 126, , , 11, 3, 4
2017/3/17, 149, , , 10, 1, 4
2017/3/18, 166, , , 9, 1, 4
2017/3/19, 156, , , 11, 8, 5
2017/3/20, 156, , , 9, 5, 4
2017/3/21, 177, , , 12, 57, 4
2017/3/22, 152, , , 11, 12, 4
2017/3/23, 154, , , 14, 9, 4
2017/3/24, 174, , , 14, 7, 4
2017/3/25, 158, , , 12, 4, 4
2017/3/26, 160, , , 11, 5, 4
2017/3/27, 183, , , 9, 4, 4
2017/3/28, 131, , , 10, 6, 5
2017/3/29, 144, , , 10, 3, 2
2017/3/30, 116, , , , , 
2016/10/1, 152, , , 11, 5, 8
2016/10/2, 122, , , 12, 3, 9
2016/10/3, 97, , , 17, 2, 10
2016/10/4, 111, , , 19, 6, 10
2016/10/5, 137, , , 19, 13, 12
2016/10/6, 161, , , 18, 2, 12
2016/10/7, 146, , , 16, 2, 10
2016/10/8, 152, , , 15, 3, 10
2016/10/9, 146, , , 19, 27, 8
2016/10/10, 120, , , 14, 2, 8
2016/10/11, 100, , , 20, 6, 8
2016/10/12, 151, , , 19, 2, 9
2016/10/13, 182, , , 21, 1, 11
2016/10/14, 187, , , 18, 1, 11
2016/10/15, 167, , , 21, 1, 9
2016/10/16, 161, , , 20, , 11
2016/10/17, 181, , , 28, 6, 11
2016/10/18, 220, , , 31, 14, 11
2016/10/19, 180, , , 30, 1, 10
2016/10/20, 178, , , 29, 20, 10
2016/10/21, 227, , , 34, 26, 10
2016/10/22, 193, , , 31, 15, 9
2016/10/23, 468, , , 33, 20, 8
2016/10/24, 178, , , 34, 27, 9
2016/10/25, 165, , , 31, 15, 11
2016/10/26, 186, , , 28, 15, 10
2016/10/27, 200, , , 28, 11, 12
2016/10/28, 198, , , 15, 5, 14
2016/10/29, 246, , , 8, 2, 11
2016/10/30, 115, , , 9, 3, 9
2016/10/31, 137, , , 9, 1, 9
2016/11/1, 112, , , 14, 1, 9
2016/11/2, 104, , , 10, , 10
2016/11/3, 108, , , 18, 5, 11
2016/11/4, 171, , , 20, 12, 12
2016/11/5, 183, , , 15, 10, 12
2016/11/6, 189, , , 14, 6, 11
2016/11/7, 185, , , 18, 22, 9
2016/11/8, 196, , , 21, 27, 9
2016/11/9, 177, , , 25, 30, 9
2016/11/10, 173, , , 21, 21, 9
2016/11/11, 174, , , 7, 23, 12
2016/11/12, 259, , , 8, 8, 9
2016/11/13, 142, , , 10, 4, 8
2016/11/14, 81, , , 12, 8, 8
2016/11/15, 81, , , 13, 2, 10
2016/11/16, 157, , , 13, 9, 9
2016/11/17, 183, , , 18, 9, 9
2016/11/18, 165, , , 18, 15, 9
2016/11/19, 175, , , 18, 15, 9
2016/11/20, 170, , , 22, 9, 9
2016/11/21, 165, , , 18, 16, 9
2016/11/22, 181, , , 27, 22, 9
2016/11/23, 187, , , 31, 26, 10
2016/11/24, 196, , , 23, 16, 10
2016/11/25, 198, , , 33, 18, 10
2016/11/26, 185, , , 26, 13, 11
2016/11/27, 183, , , 28, 28, 10
2016/11/28, 202, , , 29, 25, 10
2016/11/29, 214, , , 26, 13, 8
2016/11/30, 202, , , 22, 5, 7
2016/12/1, 168, , , 15, 3, 7
2016/12/2, 252, , , 10, 6, 
2016/12/3, 94, , , 9, 1, 
2016/12/4, 85, , , 11, 1, 
2016/12/5, 131, , , , , 
2016/12/7, 171, , , 21, , 
2016/12/8, 162, , , 35, 21, 
2016/12/9, 178, , , 25, 10, 
2016/12/10, 204, , , 14, 5, 
2016/12/11, 197, , , 8, 5, 
2016/12/12, 134, , , , , 
2016/12/26, 509, , , 44, 5, 3
2016/12/27, 408, , , 33, 14, 3
2016/12/28, 140, , , 19, 14, 5
2016/12/29, 170, , , 17, 11, 4
2016/12/30, 389, , , 19, 13, 4
2016/12/31, 176, , , 11, 10, 3
2017/1/1, 123, , , 11, 15, 4
2016/7/1, 139, , , 3, 3, 12
2016/7/2, 154, , , 4, 2, 5
2016/7/3, 99, , , 6, 5, 9
2016/7/4, 224, , , 7, 11, 12
2016/7/5, 505, , , 6, 5, 9
2016/7/6, 71, , , 6, , 14
2016/7/7, 97, , , 6, , 10
2016/7/8, 62, , , 6, 1, 9
2016/7/9, 78, , , 5, 1, 9
2016/7/10, 70, , , 6, , 8
2016/7/11, 66, , , 7, 1, 8
2016/7/12, 75, , , 7, , 8
2016/7/13, 71, , , 7, 2, 9
2016/7/14, 67, , , 8, 2, 9
2016/7/15, 81, , , 8, 1, 10
2016/7/16, 73, , , 7, , 9
2016/7/17, 81, , , 6, 3, 10
2016/7/18, 96, , , 8, 2, 11
2016/7/19, 78, , , 9, 2, 13
2016/7/20, 106, , , 5, 3, 16
2016/7/21, 108, , , 5, 1, 11
2016/7/22, 79, , , 5, 1, 8
2016/7/23, 84, , , 3, 3, 9
2016/7/24, 106, , , 3, 3, 11
2016/7/25, 99, , , 3, 1, 11
2016/7/26, 79, , , 4, 1, 10
2016/7/27, 68, , , 7, 2, 12
2016/7/28, 110, , , 7, 1, 11
2016/7/29, 58, , , 8, 1, 11
2016/7/30, 74, , , 7, 1, 9
2016/7/31, 73, , , 7, 1, 9
2016/8/1, 95, , , 7, 1, 6
2016/8/2, 87, , , 5, 1, 6
2016/8/3, 118, , , 3, 1, 7
2016/8/4, 91, , , 5, 1, 8
2016/8/5, 61, , , 5, 1, 8
2016/8/6, 64, , , 5, 1, 9
2016/8/7, 112, , , 5, 1, 8
2016/8/8, 111, , , 10, 1, 8
2016/8/9, 108, , , 10, 3, 9
2016/8/10, 110, , , 10, 3, 8
2016/8/11, 103, , , 10, 1, 9
2016/8/12, 112, , , 9, 2, 8
2016/8/13, 117, , , 8, 2, 9
2016/8/14, 99, , , 7, 1, 8
2016/8/15, 105, , , 10, 1, 11
2016/8/16, 79, , , 10, 1, 10
2016/8/17, 88, , , 10, 1, 9
2016/8/18, 106, , , 10, 10, 8
2016/8/19, 111, , , 10, 2, 8
2016/8/20, 124, , , 9, 1, 8
2016/8/21, 121, , , 10, 2, 10
2016/8/22, 127, , , 10, 6, 12
2016/8/23, 123, , , 11, 3, 12
2016/8/24, 106, , , 10, 1, 14
2016/8/25, 102, , , 14, 3, 15
2016/8/26, 133, , , 11, 1, 13
2016/8/27, 118, , , 11, , 15
2016/8/28, 114, , , 10, 1, 11
2016/8/29, 98, , , 13, 2, 14
2016/8/30, 105, , , 11, , 12
2016/8/31, 85, , , 10, 2, 10
2016/9/1, 113, , , 9, 1, 12
2016/9/2, 87, , , 10, 1, 13
2016/9/3, 102, , , 10, 1, 16
2016/9/4, 98, , , 11, 1, 14
2016/9/5, 95, , , 11, 3, 12
2016/9/6, 116, , , 8, 4, 10
2016/9/7, 79, , , 9, 4, 10
2016/9/8, 101, , , 11, 1, 13
2016/9/9, 133, , , 10, 1, 11
2016/9/10, 130, , , 11, 1, 8
2016/9/11, 92, , , 12, 1, 9
2016/9/12, 109, , , 11, 1, 11
2016/9/13, 169, , , 13, 1, 12
2016/9/14, 166, , , 18, , 3
2016/9/15, 150, , , 18, , 6
2016/9/16, 89, , , 10, , 9
2016/9/17, 115, , , 8, 1, 9
2016/9/18, 153, , , 9, 1, 7
2016/9/19, 97, , , 10, 5, 12
2016/9/20, 133, , , 6, 2, 7
2016/9/21, 108, , , 13, 4, 7
2016/9/22, 90, , , 11, 1, 5
2016/9/23, 84, , , 12, 2, 8
2016/9/24, 92, , , 11, 2, 5
2016/9/25, 115, , , 12, 2, 7
2016/9/26, 117, , , 13, 2, 7
2016/9/27, 136, , , 18, 4, 9
2016/9/28, 149, , , 16, 2, 10
2016/9/29, 123, , , 13, 2, 9
2016/9/30, 142, , , 14, 5, 9
2016/4/1, 171, , , 1, 2, 4
2016/4/2, 172, , , 1, 2, 7
2016/4/3, 173, , , 2, 3, 8
2016/4/4, 171, , , 1, 4, 12
2016/4/5, 172, , , 5, 2, 15
2016/4/6, 174, , , 10, 2, 12
2016/4/7, 171, , , 4, 1, 7
2016/4/8, 170, , , 3, 2, 4
2016/4/9, 171, , , 4, 2, 3
2016/4/10, 167, , , 4, 2, 4
2016/4/11, 173, , , 2, 2, 3
